Brand_name,Generic_name,que,side_effects
Geodon," ziprasidone (zi PRAY si done), ","[['What is Geodon?'], ['Geodon (ziprasidone) is an antipsychotic medication. It works by changing the effects of chemicals in the brain.']]","[['dizziness or a light-headed feeling, like you might pass out;'], ['chest pain, fast or pounding heartbeats;'], ['uncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking or eye movement);'], ['sudden weakness or ill feeling, fever, chills, sore throat, mouth sores, red or swollen gums, pain when swallowing;']]"
"Genvoya, Stribild"," cobicistat, elvitegravir, emtricitabine, and tenofovir (koe BIK i stat, EL vi TEG ra vir, EM trye SYE ta been, and ten OF oh vir), ","[['What is Genvoya?'], ['Genvoya is a tablet containing a combination of ', ', elvitegravir, ', ', and tenofovir. Cobicistat reduces the action of enzymes in your liver that break down certain antiviral medicines. This allows the antiviral medicines to be used more safely and effectively at lower doses.']]","[[' - fever, ', ', swollen glands, ', ', cough, wheezing, ', ', ', ';'], ['trouble speaking or swallowing, problems with balance or eye movement, weakness or prickly feeling; or'], ['swelling in your neck or throat (enlarged thyroid), menstrual changes, ', '.'], []]"
"Ginger(obs), Hofels Ginger One A Day, Ginger Root"," ginger (JIN jer), ","[['What is ginger?'], ['Ginger is an herb also known as Amomum Zingiber, Ardraka, Black Ginger, Cochin Ginger, Gan Jiang, Gingembre, Ginger Essential Oil, Ginger Root, Imber, Jengibre, Jiang, Kankyo, Kanshokyo, Nagara, Race Ginger, Racine de Gingembre, Rhizoma Zingiberi, Zingiberis Recens, Sheng Jiang, Shoga, Shokyo, Shunthi, Srungavera, Sunth, Sunthi, Vishvabheshaja, and other names.']]","[[';'], ['medications that slow blood clotting such as ', ', ', ' (', '), ', ' (', ', ', ', others), ', ' (', ', ', ', others), ', ' (', ', ', ', others), ', ' (', '), ', ' (', '), ', ', ', ' (', '), and others;'], ['Phenprocoumon (used in Europe to slow blood clotting);'], ['any diabetes medication;']]"
Gilenya," , (fin GOE li mod), ","[['What is Gilenya?'], ['Gilenya ', ' is an ', "". It works by keeping immune cells trapped in your lymph nodes so they can't reach the central nervous system (brain and spinal cord).""]]","[['headache, ', ';'], ['stomach pain, ', ';'], ['pain in your arms or legs;'], ['cough, stuffy nose, flu symptoms; or']]"
"Ginkgo Biloba, Gingko Biloba"," ginkgo (GINK goe), ","[['What is ginkgo?'], ['Ginkgo is an herb also known as ', ', Abricot Argenté Japonais, Adiantifolia, Arbre aux Écus, Arbre du Ciel, Arbre Fossile, Bai Guo Ye, Baiguo, Extrait de Ginkgo, Fossil Tree, Graine de Ginkgo, Herba Ginkgo Biloba, Japanese Silver Apricot, Kew Tree, Maidenhair Tree, Noyer du Japon, Pei Go Su Ye, Salisburia Adiantifolia, Yen Xing, Yinhsing, and other names.']]","[['any type of infection (including ', ', ', ', or ', ');'], ['anxiety or ', ';'], ['asthma or allergies;'], ['cancer;']]"
," ginseng (GIN seng), ","[['What is ginseng?'], ['Ginseng is an herb also known as Anchi Ginseng, Baie Rouge, Canadian Ginseng, Ginseng à Cinq Folioles, Ginseng Américain, Ginseng Americano, Ginseng Root, North American Ginseng, Occidental Ginseng, Ontario Ginseng, Panax Quinquefolia, Racine de Ginseng, Red Berry, Ren Shen, Sang, Shang, Shi Yang Seng, Xi Yang Shen and other names.']]","[['any medicine for diabetes;'], [' (', ');'], ['medicine for ', '; or'], ['immunosuppressants such as ', ' (', '), basiliximab (Simulect), ', ' (Neoral, Sandimmune), daclizumab (Zenapax), muromonab-CD3 (OKT3, Orthoclone OKT3), mycophenolate (', '), ', ' (FK506, ', '), ', ' (', '), ', ' (', ', Orasone), and other corticosteroids (', ').']]"
Ginkgo Biloba," , (GINK goe), ","[['What is  Ginkgo Biloba?'], [' is an herb also known as ', ' Biloba biloba, Abricot Argenté Japonais, Adiantifolia, Arbre aux Écus, Arbre du Ciel, Arbre Fossile, Bai Guo Ye, Baiguo, Extrait de Ginkgo Biloba, Fossil Tree, Graine de Ginkgo Biloba, Herba Ginkgo Biloba Biloba, Japanese Silver Apricot, Kew Tree, Maidenhair Tree, Noyer du Japon, Pei Go Su Ye, Salisburia Adiantifolia, Yen Xing, Yinhsing, and other names.']]","[['any type of infection (including ', ', ', ', or ', ');'], ['anxiety or ', ';'], ['asthma or allergies;'], ['cancer;']]"
Glucotrol," glipizide (GLIP i zide), ","[['What is glipizide?'], [' is an oral diabetes medicine that helps control blood sugar levels by helping your pancreas produce ', '.']]","[[], [], [], []]"
Amaryl," glimepiride (glye MEP ir ide), ","[['What is glimepiride?'], ['Glimepiride is an oral diabetes medicine that is used together with diet and exercise to improve blood sugar control in adults with type 2 ', '.  glimepiride is not for treating ', '.']]","[[';'], [', weakness;'], ['nausea; or'], ['low blood sugar.']]"
Gleevec," imatinib (im MA ta nib), ","[['What is Gleevec?'], ['Gleevec (', ') interferes with the growth of some cancer cells.']]","[['an ', ', antifungal, or antiviral medicine;'], ['seizure medicine;'], ['a blood thinner such as ', ' (', ', ', '); or'], ['a vitamin or mineral supplement that contains iron.']]"
"Fortamet, Glucophage, Glucophage XR, Glumetza. Riomet"," , (met FOR min), ","[['What is Glucophage?'], ['Glucophage (', ') is an ', ' that helps control blood sugar levels.']]","[['low blood sugar;'], ['nausea, ', '; or'], ['.'], []]"
Metaglip," glipizide and metformin (GLIP ih zyd and met FOR min), ","[['What is glipizide and metformin?'], [' and ', ' is a combination of two oral diabetes medicines that help control blood sugar levels.']]","[[', ', ', diarrhea;'], ['; or'], [' such as stuffy nose, sneezing, ', '.'], []]"
"Genicin, Optiflex-G"," glucosamine (glue KOE sah meen), ","[['What is glucosamine?'], ['Glucosamine is sugar protein that helps your body build cartilage (the hard connective tissue located mainly on the bones near your joints).']]","[[], [], [], []]"
, injection,"[['Indications and Usage for Glucagon'], ['Glucagon for Injection is indicated for the treatment of severe hypoglycemia in pediatric and adult patients with diabetes.']]","[[], [], [], []]"
, Glutathione (gloo TATH i one),"[['\n      Uses of Glutathione:'], ['\n      This medicine may interact with other drugs or health problems.\n    ']]","[[], [], [], []]"
"Glucotrol, Glucotrol XL, Glipizide XL"," , (GLIP i zide), ","[['What is Glucotrol?'], ['Glucotrol (', ') is an oral diabetes medicine that helps control blood sugar levels by helping your pancreas produce ', '.']]","[[], [], [], []]"
,GLIS-er-in,"[['Commonly used brand name(s)'], []]","[[], [], [], []]"
"Glucosamine & Chondroitin with MSM, Glucosamine Chondroitin Advanced, Osteo Bi-Flex Advanced, Osteo Bi-Flex Plus MSM"," chondroitin, glucosamine, and methylsulfonylmethane (MSM) (kon DROI tin, gloo KOSE a meen, and METH il sul FON il METH ane), ","[['What is  Glucosamine & Chondroitin with?'], [' is a naturally occurring substance formed of sugar chains. Chondroitin is believed to help the body maintain fluid and flexibility in the joints.']]","[[], [], [], []]"
"ClearLax, GaviLAX, Gialax, GlycoLax, MiraLax, PEG3350, SunMark ClearLax"," , (pol ee ETH il een GLYE kol), ","[['What is  GlycoLax?'], ['GlycoLax is a laxative solution that increases the amount of water in the intestinal tract to stimulate bowel movements.']]","[[], [], [], []]"
"DiaBeta, Glynase PresTab, "," glyburide (GLYE bue ride), ","[['What is glyburide?'], [' is an ', ' that helps control blood sugar levels.']]","[['low blood sugar;'], ['nausea, ', ', feeling full;'], ['muscle or ', ';'], ['blurred vision; or']]"
"Cuvposa, Glycate, Glyrx-PF, Robinul"," glycopyrrolate (oral/injection) (GLY koe PIE roe late), ","[['What is glycopyrrolate?'], ['Glycopyrrolate helps to control conditions such as peptic ulcers that involve excessive stomach acid production.']]","[['constipation, ', ', ', ', bloating;'], ['drowsiness, ', ', weakness, feeling nervous;'], ['slow heartbeats;'], ['sleep problems (', ');']]"
Glyxambi," , (EM pa gli FLOE zin and LIN a GLIP tin), ","[['What is Glyxambi?'], ['Glyxambi contains a combination of ', ' and ', '. Empagliflozin and linagliptin are oral diabetes medicines that help control blood sugar levels. Empagliflozin works by helping the kidneys get rid of glucose from your bloodstream. Linagliptin works by regulating the levels of insulin your body produces after eating.']]","[['; or'], [', stuffy nose, sinus pain.'], [], []]"
," goldenseal (GOAL den seal), ","[['What is goldenseal?'], ['Goldenseal is an herb also known as Eye Balm, Eye Root, Fard Inolien, Framboise de Terre, Goldenroot, Goldsiegel, Ground Raspberry, Hydraste, Hydrastis canadensis, Indian Dye, Indian Plant, Indian Tumeric, ', "" Root, Orange Root, Racine Orange, Sceau D'Or, Sello de Oro, "", ' Root, Warnera, Wild Curcuma, Yellow Indian Paint, Yellow Puccoon, Yellow Root, and other names.']]","[[], [], [], []]"
," granisetron (oral) (gra NIS e tron), ","[['What is granisetron?'], ['Granisetron blocks the actions of chemicals in the body that can trigger ', '.']]","[[';'], [';'], [';'], ['an antidepressant;']]"
"Gralise, Horizant, Neurontin, Gabarone"," , (GA ba PEN tin), ","[['What is Gralise?'], ['Gralise (gabapentin) is a prescription medicine that affects chemicals in the body that are involved in some types of pain.']]","[['headache;'], ['dizziness, drowsiness, tiredness;'], ['problems with balance or eye movements; or'], ['(in children) fever, nausea, vomiting.']]"
"Colyte with Flavor Packs, GaviLyte-C, GoLYTELY, MoviPrep, NuLYTELY Orange, NuLYTELY with Flavor Packs, PEG-3350 with Electolytes, Plenvu, TriLyte with Flavor Packs"," , (pall ee ETH il een GLYE kol ee LEK troe lyte), ","[['What is  GoLYTELY?'], ['GoLYTELY is a laxative solution that stimulates bowel movements. This medication also contains minerals to replace electrolytes that are passed from the body in the stool.']]","[['gagging, choking, severe stomach pain or ', ';'], [', vomiting, ', ', trouble drinking liquids, little or no urinating; or'], ['fever, sudden or severe stomach pain, severe ', ', ', ' or bright red bowel movements.'], []]"
"Grifulvin V, Fulvicin P/G, "," griseofulvin (GRIS ee oh FUL vin), ","[['What is griseofulvin?'], ['Griseofulvin is an antifungal medicine that is used to treat infections such as ', ', ', ', ', ', and fungal infections of the scalp, fingernails, or toenails.']]","[[', ', ', ', ', ', ';'], [', tiredness;'], ['rash;'], ['sleep problems (', '); or']]"
"Mucinex, Robitussin Mucus + Chest Congestion, Triaminic Chest Congestion, Tussin Expectorant, Xpect, Organidin NR, Bidex 400"," guaifenesin (gwye FEN e sin), ","[['What is guaifenesin?'], [' is an expectorant. It helps loosen congestion in your chest and throat, making it easier to cough out through your mouth.']]","[[], [], [], []]"
"Intuniv, Tenex"," guanfacine (GWAHN fa seen), ","[['What is guanfacine?'], ['Guanfacine reduces nerve impulses in your heart and blood vessels. Guanfacine works by relaxing blood vessels, which lowers blood pressure and improves blood flow.']]","[[';'], ['a barbiturate, such as ', ';'], ['blood pressure medications;'], ['medicine to treat mental illness; or']]"
Demerol," , (me PER i deen), ","[['What is Demerol?'], ['Demerol (', ') is an opioid pain medication. An opioid is sometimes called a narcotic.']]","[['dizziness, drowsiness;'], [';'], ['nausea, vomiting; or'], ['sweating.']]"
," , (Oral route)","[['Commonly used brand name(s)'], [' ', ' by Drugs.com.  Last updated on Jul 16, 2019. ']]","[[], [], [], []]"
"DDAVP, Nocdurna"," desmopressin (oral/sublingual) (DEZ mo press in), ","[['What is desmopressin?'], ['Desmopressin is used to treat nighttime bed-wetting, ', ', and increased thirst and urination caused by head surgery or head trauma.']]","[['low levels of sodium in the body--headache, confusion, hallucinations, muscle cramps, severe weakness, vomiting, loss of coordination, feeling restless or unsteady;'], ['flushing (sudden warmth, redness, or tingly feeling);'], ['swelling, weight gain;'], ['a seizure;']]"
," , (em trye SYE ta been & ten OF oh vir al a FEN a mide), Descovy","[['What is Descovy:'], ['This is not a list of all drugs or health problems that interact with emtricitabine and tenofovir alafenamide.']]","[[], [], [], []]"
Depakote," divalproex sodium (dye val PRO ex), ","[['What is Depakote?'], ['Depakote (', ') affects chemicals in the body that may be involved in causing seizures. Depakote is used to treat various types of seizure disorders. This medicine is sometimes used together with other seizure medications.']]","[['nausea, vomiting, stomach pain, ', ', ', ';'], [', ', ';'], [', drowsiness, weakness, tremors;'], ['memory problems, mood changes, trouble sleeping;']]"
"Clarinex, Clarinex Reditabs, Neoclarityn(obsolete), Aerius"," desloratadine (DES lor A ta deen), ","[['What is desloratadine?'], ['Desloratadine is an antihistamine that is used to treat the symptoms of ', ', such as sneezing, ', ', itching, and ', '.']]","[[], [], [], []]"
"Depo-Provera, depo-subQ provera 104"," medroxyprogesterone (injection) (me DROX ee proe JES ter one), ","[['What is Depo-Provera?'], ['Depo-Provera (', ') is a form of ', ', a female hormone that prevents ovulation (the release of an egg from an ovary). This medicine also causes changes in your cervical mucus and uterine lining, making it harder for sperm to reach the uterus and harder for a fertilized egg to attach to the uterus.']]","[['changes in your menstrual periods;'], ['swelling, weight gain;'], ['headache; or'], ['lumps or dimpling in your skin where injections were given.']]"
"Khedezla, Pristiq"," desvenlafaxine (des VEN la FAX een), ","[['What is desvenlafaxine?'], ['Desvenlafaxine is a selective serotonin and ', ' reuptake inhibitor (SNRI) antidepressant.']]","[['a blood thinner such as ', ', or other medicine used to prevents ', '; or'], ['an NSAID (nonsteroidal anti-inflammatory drug)--', ', ', ' (', ', ', '), ', ' (', '), ', ', ', ', ', ', ', ', and others.'], [], []]"
"Bentyl, Dibent, Dicyclocot"," dicyclomine (dye SYE kloe meen), ","[['What is dicyclomine?'], ['Dicyclomine relieves spasms of the muscles in the stomach and intestines.']]","[['drowsiness, ', ', weakness, nervousness;'], ['blurred vision;'], ['dry mouth, stuffy nose; or'], ['mild constipation.']]"
Dexilant," , (DEX lan SOE pra zol), ","[['What is  Dexilant?'], ['Dexilant is a proton pump inhibitor that decreases the amount of acid produced in the stomach.']]","[[';'], [';'], ['; or'], [' (', ', ', ').']]"
