,author,date,like_facebook,summary,tags,title
619,Ari Altstedter," 3 April, 2020 8:23 am IST",15281,"Red tape is slowing deployment of local test kits and global suppliers are prioritising countries such as Italy, Spain, US and UK.
","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Bloomberg wire,Coronavirus,Pune,About,Contact,Careers,Terms of Use,Privacy Policy",India isn’t on top of list for coronavirus test kits suppliers
620,Samyak Pandey," 3 April, 2020 8:10 am IST",8951,"The Ram Janmabhoomi site & the city gates were deserted, but in the inner lanes and temples, devotees and even policemen could be seen violating orders.","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Ayodhya,COVID-19,lockdown,Ram Janmabhoomi,Social distancing,About,Contact,Careers,Terms of Use,Privacy Policy","Angry sadhus, deserted Janmabhoomi, but no social distancing in Ayodhya on Ram Navami"
621,"Aneesha Bedi,Sanya Dhingra"," 2 April, 2020 11:42 pm IST",20768,"Situation at a railway quarantine facility in southeast Delhi, housing Tablighi attendees, has, however, settled down after intervention by police and CRPF jawans.","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Health,India,Coronavirus,Delhi government,Delhi government hospitals,Tablighi Jamaat,About,Contact,Careers,Terms of Use,Privacy Policy","Tablighi attendees ‘creating trouble’ at hospitals, Delhi govt asks for more police vigil"
622,Chitleen K Sethi," 2 April, 2020 10:45 pm IST",14777,"The conduct of Verka residents came in for intense criticism on social media, with SAD leader Sukhbir Singh Badal seeking Punjab Chief Minister Amarinder Singh’s intervention.","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Coronavirus,COVID-19,Punjab,About,Contact,Careers,Terms of Use,Privacy Policy","Shunned by hometown, Sikh spiritual singer who died of Covid-19 cremated in secluded area"
623,PTI," 2 April, 2020 10:17 pm IST",11353,The Kerala government also requested the Centre to approve more testing centres in the state and help in bringing in rapid test kits from Hong Kong.,"Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Coronavirus,Kerala government,PTI wire,About,Contact,Careers,Terms of Use,Privacy Policy",Kerala govt urges PM Modi to ensure inter-state movement of goods without restrictions
624,PTI," 2 April, 2020 9:12 pm IST",15145,The Healthy Ministry said about 400 Covid-19 cases found in the country have epidemiological links to the Tablighi Jamaat congregation.,"Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Coronavirus,Health Ministry,PTI wire,Tablighi Jamaat,About,Contact,Careers,Terms of Use,Privacy Policy","328 new Covid-19 cases, 12 deaths reported since Wednesday: Health ministry"
625,PTI," 2 April, 2020 9:19 pm IST",11297,"Three out of the 13 who tested positive Thursday had attended the Tablighi Jamaat congregation in Delhi, while seven of them are from Ramganj, the new hotspot for the virus.","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Coronavirus,PTI wire,Rajasthan,About,Contact,Careers,Terms of Use,Privacy Policy","Rajasthan reports another Covid- 19 death & 13 fresh cases, taking tally up to 133"
626,Shanker Arnimesh," 2 April, 2020 8:54 pm IST",2532,Rural development secretary has written to states & UTs to utilise services of youths trained in the health sector under Deen Dayal Upadhyaya Grameen Kaushal Yojana.,"Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Governance,Health,Coronavirus,COVID-19,Modi government,About,Contact,Careers,Terms of Use,Privacy Policy","Use 44,000 youths trained in health sector to plug medical staff shortage: Govt to states"
627,Swagata Yadavar," 2 April, 2020 7:46 pm IST",12155,"Health ministry says Tablighi Jamaat followers have been traced to ten states with nearly 400 of them testing positive for coronavirus.
","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Coronavirus,Tablighi Jamaat,About,Contact,Careers,Terms of Use,Privacy Policy",One in India’s five Covid-19 patients is linked to Tablighi Jamaat and its Delhi event
628,Narinder Kumar Mehra," 2 April, 2020 7:29 pm IST",19421,Epidemiological data indicates Indians may have better chance at fighting coronavirus. But it’s important to keep viral loads in check & below threshold.,"Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Coronavirus,Genes,Hindustan Times,Indians,About,Contact,Careers,Terms of Use,Privacy Policy",Indians seem to have genetic and regional advantages in fight against coronavirus
629,PTI," 2 April, 2020 7:51 pm IST",2736,"The patient has been admitted to a hospital in Mumbai. This is the second instance of an Air India group staff testing positive of the deadly virus.
","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Air India,Coronavirus,PTI wire,About,Contact,Careers,Terms of Use,Privacy Policy",Air India cabin crew member who flew Newark-Mumbai tests positive for Covid-19
630,Rohini Swamy," 2 April, 2020 7:07 pm IST",21625,"On 1 April, the Kerala government had allowed those suffering from alcohol withdrawal syndrome to have liquor delivered at their doorstep if they had a doctor’s prescription. ","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Coronavirus,COVID-19,Kerala,Pinarayi Vijayan,About,Contact,Careers,Terms of Use,Privacy Policy","Kerala HC stays govt order to provide liquor on prescription, calls it ‘recipe for disaster’"
631,PTI," 2 April, 2020 6:24 pm IST",20263,"The State govt has tried to track nearly 1,500 people who might have travelled to the state after taking part in the Nizamuddin conference in Delhi last month.","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Coronavirus,Karnataka government,PTI wire,Tablighi Jamaat,About,Contact,Careers,Terms of Use,Privacy Policy","Nearly 1,000 linked to Tablighi Jamaat screened in Karnataka, 11 test positive for COVID-19"
632,PTI," 2 April, 2020 6:33 pm IST",15825,"Addressing a digital press conference, Arvind Kejriwal said out of 2,346 people evacuated from the Markaz, 108 have tested positive for coronavirus.","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Coronavirus,Delhi,PTI wire,Tablighi Jamaat,About,Contact,Careers,Terms of Use,Privacy Policy",2 die of Covid-19 after being evacuated from Nizamuddin Markaz: Delhi CM Arvind Kejriwal
633,Snehesh Alex Philip," 2 April, 2020 6:43 pm IST",13092,"The consignment was airlifted to Male by an Indian Air Force C-130 aircraft, as part of 'Operation Sanjeevani'.","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Defence,India,Coronavirus,Indian Air Force,Maldives,Nationwide lockdown,About,Contact,Careers,Terms of Use,Privacy Policy","IAF airlifts 6.2 tonnes of essential medicines, hospital consumables to Maldives"
634,Revathi Krishnan," 2 April, 2020 5:58 pm IST",146,The naval dockyard in Mumbai has designed a hand-held temperature sensor while a Portable Multi-feed Oxygen Manifold was designed by personnel in Visakhapatnam.,"Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Defence,India,Coronavirus,COVID-19,Indian Navy,About,Contact,Careers,Terms of Use,Privacy Policy","Navy gets battle-ready for Covid-19 with low-cost temperature sensor, oxygen supply system"
635,Rohini Swamy," 2 April, 2020 5:47 pm IST",2672,Health Minister Sriramulu & Medical Education Minister Sudhakar are locked in a tussle. Their different statements on Covid-19 crisis are leading to confusion.,"Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Governance,Politics,B Sriramulu,Coronavirus,COVID-19,Karnataka,About,Contact,Careers,Terms of Use,Privacy Policy",Power struggle between two top ministers adds to Karnataka’s coronavirus troubles
